Frecuencia,Tension,Densidad,Longitud
"4","13","313.0855","65.65","0.0016200","0.3125"
"5","0","109.600680","67","0.0035000","0.65"
"5","1","117.005184","67","0.0035000","0.632"
"5","2","124.112624","67","0.0035000","0.597"
"5","3","131.542888","67","0.0035000","0.5635"
"5","4","139.434964","67","0.0035000","0.532"
"5","5","147.378917","67","0.0035000","0.5025"
"5","6","156.230733","67","0.0035000","0.474"
"5","7","165.3066","67","0.0035000","0.447"
"5","8","175.5349","67","0.0035000","0.422"
"5","9","185.4258","67","0.0035000","0.3985"
"5","10","197.1623","67","0.0035000","0.376"
"5","11","207.2974","67","0.0035000","0.355"
"5","12","221.66","67","0.0035000","0.3355"
"5","13","234.8325","67","0.0035000","0.3125"
"6","0","165.054970","62.2","0.0057800","0.65"
"6","1","174.816722","62.2","0.0057800","0.632"
"6","2","186.019175","62.2","0.0057800","0.597"
"6","3","196.764485","62.2","0.0057800","0.5635"
"6","4","207.940000","62.2","0.0057800","0.532"
"6","5","222.120000","62.2","0.0057800","0.5025"
"6","6","235.010000","62.2","0.0057800","0.474"
"6","7","249.6076","62.2","0.0057800","0.447"
"6","8","265.0518","62.2","0.0057800","0.422"
"6","9","279.7476","62.2","0.0057800","0.3985"
"6","10","296.6456","62.2","0.0057800","0.376"
"6","11","313.9456","62.2","0.0057800","0.355"
"6","12","332.4547","62.2","0.0057800","0.3355"
"6","13","352.0213","62.2","0.0057800","0.3125"
"1","-900","281.2335684","48.609","0.0003990","0.65"
"1","-720","285.7502201","48.5114","0.0003990","0.65"
"1","-630","285.7229189","48.7562","0.0003990","0.65"
"1","-540","285.1566312","51.7205","0.0003990","0.65"
"1","-450","291.0168001","54.2526","0.0003990","0.65"
"1","-360","297.8574723","55.55","0.0003990","0.65"
"1","-270","305.7291208","56.5911","0.0003990","0.65"
"1","-180","318.019467","58.64","0.0003990","0.65"
"1","-90","323.942989","61.32","0.0003990","0.65"
"1","90","335.195531","74.54","0.0003990","0.65"
"1","180","341.672623","78.39","0.0003990","0.65"
"2","-900","213.95916","37.6844","0.0004770","0.65"
"2","-720","213.67584","38.2208","0.0004770","0.65"
"2","-630","212.10314","39.2769","0.0004770","0.65"
"2","-540","219.52484","42.3173","0.0004770","0.65"
"2","-450","225.36763","43.8455","0.0004770","0.65"
"2","-360","229.54467","45.3175","0.0004770","0.65"
"2","-270","229.54467","45.3175","0.0004770","0.65"
"2","-180","238.50932","45.7300","0.0004770","0.65"
"2","-90","244.31039","47.2300","0.0004770","0.65"
"2","90","253.20000","55.2600","0.0004770","0.65"
"2","180","258.76732","56.6300","0.0004770","0.65"
"3","-900","159.3925811","34.5736","0.0010300","0.65"
"3","-720","163.7795276","35.3576","0.0010300","0.65"
"3","-630","163.4117057","35.4926","0.0010300","0.65"
"3","-540","163.2906802","36.2595","0.0010300","0.65"
"3","-450","166.9934341","38.9226","0.0010300","0.65"
"3","-360","169.5515342","42.2212","0.0010300","0.65"
"3","-270","174.8915232","43.064","0.0010300","0.65"
"3","-180","188.36488","46.720","0.0010300","0.65"
"3","-90","191.376769","49.290","0.0010300","0.65"
"3","90","201.741509","56.300","0.0010300","0.65"
"3","180","207.72","59.800","0.0010300","0.65"
"4","-900","131.7001153","52.3595","0.0016200","0.65"
"4","-720","133.1112746","52.1222","0.0016200","0.65"
"4","-630","133.1549594","51.1944","0.0016200","0.65"
"4","-540","132.9199651","54.0221","0.0016200","0.65"
"4","-450","135.450487","51.325","0.0016200","0.65"
"4","-360","137.8592118","53.9618","0.0016200","0.65"
"4","-270","139.7987105","55.6909","0.0016200","0.65"
"4","-180","142.7319","56.7000","0.0016200","0.65"
"4","-90","144.4336","59.0400","0.0016200","0.65"
"4","90","149.3208","70.0300","0.0016200","0.65"
"4","180","151.6194","70.8300","0.0016200","0.65"
"5","-900","94.60967","47.2681","0.0035000","0.65"
"5","-720","96.52310","48.9339","0.0035000","0.65"
"5","-630","96.66609","49.0531","0.0035000","0.65"
"5","-540","96.37643","48.9141","0.0035000","0.65"
"5","-450","98.21291","49.6581","0.0035000","0.65"
"5","-360","100.29580","52.5303","0.0035000","0.65"
"5","-270","103.21996","55.4735","0.0035000","0.65"
"5","-180","106.50695","58.1200","0.0035000","0.65"
"5","-90","108.47458","59.3300","0.0035000","0.65"
"5","90","111.51280","70.6800","0.0035000","0.65"
"5","180","112.83640","72.1000","0.0035000","0.65"
"6","-900","69.93314567","42.797","0.0057800","0.65"
"6","-720","71.4121","45.3260","0.0057800","0.65"
"6","-630","71.24601676","43.041","0.0057800","0.65"
"6","-540","71.09322602","46.0605","0.0057800","0.65"
"6","-450","72.68448203","48.1632","0.0057800","0.65"
"6","-360","73.97761078","50.0801","0.0057800","0.65"
"6","-270","75.36101083","52.5989","0.0057800","0.65"
"6","-180","80.7486","54.8900","0.0057800","0.65"
"6","-90","81.8598","58.0600","0.0057800","0.65"
"6","90","83.7752","66.8300","0.0057800","0.65"
"6","180","85.4882","72.2300","0.0057800","0.65"
