# t            x            u_real       u_imag       u_abs
     0.005600     1.193805     3.299600     0.009242     3.299613
     0.005600     1.256637     3.513572     0.009841     3.513586
     0.005600     1.319469     3.741419     0.010479     3.741434
     0.005600     1.382301     3.984042     0.011159     3.984057
     0.005600     1.445133     4.242398     0.011883     4.242415
     0.005600     1.507964     4.517508     0.012653     4.517526
     0.005600     1.570796     4.810459     0.013474     4.810477
     0.005600     1.633628     5.122406     0.014347     5.122426
     0.005600     1.696460     5.454583     0.015278     5.454604
     0.005600     1.759292     5.808300     0.016269     5.808323
     0.005600     1.822124     6.184956     0.017324     6.184980
     0.005600     1.884956     6.586036     0.018447     6.586062
     0.005600     1.947787     7.013126     0.019643     7.013153
     0.005600     2.010619     7.467912     0.020917     7.467941
     0.005600     2.073451     7.952189     0.022274     7.952220
     0.005600     2.136283     8.467871     0.023718     8.467904
     0.005600     2.199115     9.016993     0.025256     9.017029
     0.005600     2.261947     9.601725     0.026894     9.601763
     0.005600     2.324779    10.224376     0.028638    10.224416
     0.005600     2.387610    10.887404     0.030495    10.887446
     0.005600     2.450442    11.593428     0.032472    11.593473
     0.005600     2.513274    12.345236     0.034578    12.345284
     0.005600     2.576106    13.145797     0.036820    13.145848
     0.005600     2.638938    13.998272     0.039208    13.998327
     0.005600     2.701770    14.906029     0.041750    14.906087
     0.005600     2.764602    15.872649     0.044458    15.872711
     0.005600     2.827433    16.901953     0.047362    16.902019
     0.005600     2.890265    17.998149     0.050472    17.998220
     0.005600     2.953097    19.165672     0.052929    19.165745
     0.005600     3.015929    20.404695     0.053562    20.404765
     0.005600     3.078761    21.712842     0.069909    21.712955
     0.005600     3.141593    23.140330     0.129587    23.140693

     0.007000     0.000000     0.999976     0.007000     1.000000
     0.007000     0.062832     1.063710     0.004420     1.063719
     0.007000     0.125664     1.133596     0.003726     1.133602
     0.007000     0.188496     1.207462     0.004147     1.207469
     0.007000     0.251327     1.285740     0.004505     1.285748
     0.007000     0.314159     1.369099     0.004796     1.369108
     0.007000     0.376991     1.457882     0.005104     1.457891
     0.007000     0.439823     1.552423     0.005435     1.552432
     0.007000     0.502655     1.653094     0.005788     1.653104
     0.007000     0.565487     1.760293     0.006163     1.760304
     0.007000     0.628319     1.874445     0.006563     1.874456
     0.007000     0.691150     1.995998     0.006988     1.996010
     0.007000     0.753982     2.125434     0.007441     2.125447
     0.007000     0.816814     2.263264     0.007924     2.263278
     0.007000     0.879646     2.410031     0.008438     2.410046
     0.007000     0.942478     2.566317     0.008985     2.566332
     0.007000     1.005310     2.732737     0.009568     2.732753
     0.007000     1.068142     2.909948     0.010188     2.909966
     0.007000     1.130973     3.098652     0.010849     3.098671
     0.007000     1.193805     3.299593     0.011552     3.299613
     0.007000     1.256637     3.513564     0.012302     3.513586
     0.007000     1.319469     3.741411     0.013099     3.741434
     0.007000     1.382301     3.984033     0.013949     3.984057
     0.007000     1.445133     4.242389     0.014853     4.242415
     0.007000     1.507964     4.517498     0.015817     4.517526
     0.007000     1.570796     4.810448     0.016842     4.810477
     0.007000     1.633628     5.122395     0.017934     5.122426
     0.007000     1.696460     5.454571     0.019097     5.454604
     0.007000     1.759292     5.808287     0.020336     5.808323
     0.007000     1.822124     6.184942     0.021655     6.184980
     0.007000     1.884956     6.586022     0.023059     6.586062
     0.007000     1.947787     7.013110     0.024554     7.013153
     0.007000     2.010619     7.467895     0.026146     7.467941
     0.007000     2.073451     7.952171     0.027842     7.952220
     0.007000     2.136283     8.467852     0.029647     8.467904
     0.007000     2.199115     9.016973     0.031570     9.017029
     0.007000     2.261947     9.601704     0.033617     9.601763
     0.007000     2.324779    10.224353     0.035797    10.224416
     0.007000     2.387610    10.887380     0.038119    10.887446
     0.007000     2.450442    11.593402     0.040590    11.593473
     0.007000     2.513274    12.345208     0.043223    12.345284
     0.007000     2.576106    13.145768     0.046026    13.145848
     0.007000     2.638938    13.998241     0.049010    13.998327
     0.007000     2.701770    14.905996     0.052187    14.906087
     0.007000     2.764602    15.872606     0.055574    15.872704
     0.007000     2.827433    16.901918     0.059244    16.902022
     0.007000     2.890265    17.998359     0.063105    17.998470
     0.007000     2.953097    19.165973     0.065246    19.166084
     0.007000     3.015929    20.401022     0.065813    20.401128
     0.007000     3.078761    21.705134     0.092092    21.705330
     0.007000     3.141593    23.140126     0.161984    23.140693

     0.008400     0.000000     0.999965     0.008400     1.000000
     0.008400     0.062832     1.063387     0.005546     1.063401
     0.008400     0.125664     1.133358     0.004446     1.133367
     0.008400     0.188496     1.207465     0.004910     1.207475
     0.008400     0.251327     1.285758     0.005403     1.285769
     0.008400     0.314159     1.369097     0.005760     1.369109
     0.008400     0.376991     1.457877     0.006126     1.457890
