# t            x            u_real       u_imag       u_abs
     0.026600     1.727876     0.177593    -0.004737     0.177657
     0.026600     1.884956     0.151799    -0.004087     0.151854
     0.026600     2.042035     0.130009    -0.003348     0.130052
     0.026600     2.199115     0.110273    -0.001097     0.110278
     0.026600     2.356194     0.084557    -0.005029     0.084706
     0.026600     2.513274     0.088216    -0.048503     0.100671
     0.026600     2.670354     0.235472     0.003364     0.235496
     0.026600     2.827433     0.135129     0.428334     0.449143
     0.026600     2.984513    -0.590559     0.434017     0.732892
     0.026600     3.141593    -0.999646    -0.026597     1.000000

     0.028000     0.000000     0.999608     0.027996     1.000000
     0.028000     0.157080     0.873952    -0.008174     0.873990
     0.028000     0.314159     0.738347    -0.024841     0.738765
     0.028000     0.471239     0.623357    -0.020137     0.623682
     0.028000     0.628319     0.532648    -0.014926     0.532857
     0.028000     0.785398     0.455751    -0.012668     0.455927
     0.028000     0.942478     0.389528    -0.010928     0.389681
     0.028000     1.099557     0.332888    -0.009345     0.333019
     0.028000     1.256637     0.284497    -0.007985     0.284609
     0.028000     1.413717     0.243142    -0.006824     0.243238
     0.028000     1.570796     0.207797    -0.005831     0.207879
     0.028000     1.727876     0.177584    -0.004989     0.177654
     0.028000     1.884956     0.151807    -0.004316     0.151869
     0.028000     2.042035     0.130105    -0.003447     0.130150
     0.028000     2.199115     0.109842    -0.000718     0.109844
     0.028000     2.356194     0.082199    -0.006995     0.082496
     0.028000     2.513274     0.094490    -0.056824     0.110260
     0.028000     2.670354     0.256478     0.019159     0.257192
     0.028000     2.827433     0.109323     0.462450     0.475196
     0.028000     2.984513    -0.615032     0.415396     0.742171
     0.028000     3.141593    -0.999608    -0.027996     1.000000

     0.029400     0.000000     0.999568     0.029396     1.000000
     0.029400     0.157080     0.875032    -0.007582     0.875065
     0.029400     0.314159     0.739601    -0.025972     0.740056
     0.029400     0.471239     0.623411    -0.021542     0.623783
     0.029400     0.628319     0.532469    -0.015721     0.532701
     0.029400     0.785398     0.455718    -0.013270     0.455911
     0.029400     0.942478     0.389520    -0.011471     0.389689
