# t            x            u_real       u_imag       u_abs
     0.019600     1.256637     3.513416    -0.034503     3.513586
     0.019600     1.413717     4.111009    -0.040372     4.111207
     0.019600     1.570796     4.810245    -0.047239     4.810477
     0.019600     1.727876     5.628414    -0.055274     5.628686
     0.019600     1.884956     6.585744    -0.064675     6.586062
     0.019600     2.042035     7.705906    -0.075676     7.706277
     0.019600     2.199115     9.016594    -0.088547     9.017029
     0.019600     2.356194    10.550213    -0.103610    10.550721
     0.019600     2.513274    12.344713    -0.121271    12.345308
     0.019600     2.670354    14.444896    -0.141586    14.445590
     0.019600     2.827433    16.899014    -0.160642    16.899777
     0.019600     2.984513    19.733741    -0.205066    19.734806
     0.019600     3.141593    23.136248    -0.453529    23.140693

     0.021000     0.000000     0.999780    -0.020998     1.000000
     0.021000     0.157080     1.167951    -0.012883     1.168022
     0.021000     0.314159     1.368908    -0.014126     1.368981
     0.021000     0.471239     1.601918    -0.016839     1.602006
     0.021000     0.628319     1.874354    -0.019724     1.874458
     0.021000     0.785398     2.193158    -0.023077     2.193280
     0.021000     0.942478     2.566190    -0.027001     2.566332
     0.021000     1.099557     3.002671    -0.031594     3.002837
     0.021000     1.256637     3.513391    -0.036968     3.513586
     0.021000     1.413717     4.110980    -0.043256     4.111207
     0.021000     1.570796     4.810211    -0.050613     4.810477
     0.021000     1.727876     5.628374    -0.059222     5.628686
     0.021000     1.884956     6.585697    -0.069295     6.586062
     0.021000     2.042035     7.705851    -0.081081     7.706277
     0.021000     2.199115     9.016529    -0.094872     9.017028
     0.021000     2.356194    10.550136    -0.111011    10.550720
     0.021000     2.513274    12.344636    -0.129945    12.345320
     0.021000     2.670354    14.444941    -0.151613    14.445736
     0.021000     2.827433    16.898226    -0.171379    16.899095
     0.021000     2.984513    19.727802    -0.221321    19.729043
     0.021000     3.141593    23.135590    -0.485919    23.140693

     0.022400     0.000000     0.999749    -0.022398     1.000000
     0.022400     0.157080     1.167679    -0.013820     1.167761
     0.022400     0.314159     1.368863    -0.015033     1.368946
     0.022400     0.471239     1.601913    -0.017957     1.602014
     0.022400     0.628319     1.874340    -0.021040     1.874458
     0.022400     0.785398     2.193142    -0.024615     2.193280
     0.022400     0.942478     2.566171    -0.028801     2.566332
     0.022400     1.099557     3.002648    -0.033700     3.002837
     0.022400     1.256637     3.513364    -0.039432     3.513586
     0.022400     1.413717     4.110948    -0.046139     4.111207
     0.022400     1.570796     4.810174    -0.053987     4.810477
